,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
513,,jackson hospital & clinic inc,,,,,al,,montgomery,,acute care hospitals,,yes,surgical infection prevention,scip-inf-2,,98%,827 patients,
514,10024.0,jackson hospital & clinic inc,1725 pine street,,,,al,,montgomery,3342938000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),83%,817 patients,
515,10024.0,,1725 pine street,,,montgomery,al,,,3342938000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,72%,270 patients,al_scip-inf-4
516,10024.0,,1725 pine street,,,montgomery,,36106.0,montgomery,3342938000.0,,,yes,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,al_scip-inf-6
517,,,,,,montgomery,al,,montgomery,3342938000.0,acute care hospitals,voluntary non-profit - private,,,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,263 patients,al_scip-vte-1
518,10024.0,jackson hospital & clinic inc,1725 pine street,,,montgomery,,36106.0,montgomery,3342938000.0,,,yes,surgical infection prevention,scip-vte-2,,87%,259 patients,al_scip-vte-2
519,10025.0,g h lanier memorial hospital,,,,,al,36854.0,,3347561400.0,acute care hospitals,,yes,,ami-1,heart attack patients given aspirin at arrival,,24 patients,al_ami-1
520,10025.0,g h lanier memorial hospital,4800 48th st,,,valley,al,36854.0,,3347561400.0,,voluntary non-profit - other,yes,heart attack,ami-2,,90%,10 patients,
521,10025.0,g h lanier memorial hospital,,,,,al,36854.0,,3347561400.0,acute care hospitals,voluntary non-profit - other,yes,,ami-3,,100%,,al_ami-3
522,10025.0,,4800 48th st,,,valley,,36854.0,chambers,3347561400.0,,voluntary non-profit - other,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,50%,4 patients,al_ami-4
523,10005.0,,2505 u s highway 431 north,,,boaz,,,marshall,2565938310.0,,,,pneumonia,,pneumonia patients given smoking cessation advice/counseling,97%,,al_pn-4
524,10025.0,,4800 48th st,,,valley,,36854.0,,3347561400.0,,voluntary non-profit - other,yes,heart attack,,heart attack patients given beta blocker at discharge,92%,,
525,,g h lanier memorial hospital,4800 48th st,,,valley,,36854.0,chambers,,,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,2 patients,al_ami-7a
526,,g h lanier memorial hospital,4800 48th st,,,valley,al,36854.0,,,,voluntary non-profit - other,yes,,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,
527,10025.0,,,,,,al,36854.0,,,acute care hospitals,voluntary non-profit - other,yes,,,,54%,137 patients,
528,10025.0,g h lanier memorial hospital,,,,valley,al,36854.0,chambers,3347561400.0,acute care hospitals,,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,,
529,10025.0,g h lanier memorial hospital,,,,valley,,,chambers,,,voluntary non-profit - other,yes,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,75 patients,al_hf-3
530,10025.0,g h lanier memorial hospital,4800 48th st,,,,al,36854.0,chambers,3347561400.0,,voluntary non-profit - other,yes,heart failure,,heart failure patients given smoking cessation advice/counseling,97%,,
531,,g h lanier memorial hospital,4800 48th st,,,valley,al,,chambers,,acute care hospitals,voluntary non-profit - other,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,80%,55 patients,al_pn-2
532,10025.0,,4800 48th st,,,,al,36854.0,chambers,3347561400.0,acute care hospitals,voluntary non-profit - other,,pneumonia,,,95%,43 patients,al_pn-3b
533,,g h lanier memorial hospital,,,,valley,al,36854.0,chambers,3347561400.0,,,yes,pneumonia,pn-4,,91%,34 patients,al_pn-4
534,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,,,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,211 patients,al_pn-5c
535,10025.0,,4800 48th st,,,valley,al,36854.0,chambers,3347561400.0,,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,82%,,
536,,g h lanier memorial hospital,4800 48th st,,,valley,al,36854.0,chambers,3347561400.0,acute care hospitals,voluntary non-profit - other,yes,,,pneumonia patients given the most appropriate initial antibiotic(s),,,al_pn-6
537,10025.0,g h lanier memorial hospital,4800 48th st,,,valley,al,36854.0,chambers,3347561400.0,acute care hospitals,voluntary non-profit - other,,,,pneumonia patients assessed and given influenza vaccination,,60 patients,al_pn-7
538,10025.0,g h lanier memorial hospital,4800 48th st,,,valley,al,36854.0,,,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,,32%,19 patients,al_scip-card-2
539,10025.0,,4800 48th st,,,valley,,36854.0,chambers,3347561400.0,acute care hospitals,,yes,,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,117 patients,al_scip-inf-1
540,10025.0,,4800 48th st,,,,,36854.0,,3347561400.0,,,yes,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,118 patients,al_scip-inf-2
541,10025.0,,,,,valley,,,,,acute care hospitals,voluntary non-profit - other,,,,,79%,,
542,10025.0,g h lanier memorial hospital,4800 48th st,,,valley,,36854.0,chambers,3347561400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
543,10025.0,,4800 48th st,,,,,,,3347561400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,,,172 patients,al_scip-inf-6
544,,g h lanier memorial hospital,4800 48th st,,,valley,al,36854.0,chambers,3347561400.0,acute care hospitals,,yes,,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,85 patients,al_scip-vte-1
545,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,,35957.0,,2565938310.0,,,yes,pneumonia,,,92%,175 patients,al_pn-6
546,10025.0,g h lanier memorial hospital,4800 48th st,,,,al,36854.0,chambers,3347561400.0,,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
547,,elba general hospital,,,,,al,,coffee,3348972257.0,acute care hospitals,,yes,heart attack,,heart attack patients given aspirin at arrival,,,al_ami-1
548,,elba general hospital,987 drayton street,,,elba,al,36323.0,coffee,,acute care hospitals,voluntary non-profit - other,yes,heart attack,,heart attack patients given aspirin at discharge,,,al_ami-2
549,10027.0,elba general hospital,987 drayton street,,,elba,,36323.0,coffee,,,,yes,,,,,,al_ami-3
550,,elba general hospital,987 drayton street,,,,,36323.0,coffee,3348972257.0,,voluntary non-profit - other,,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,,al_ami-4
551,,elba general hospital,987 drayton street,,,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,,,,,
552,10027.0,,987 drayton street,,,elba,al,36323.0,,3348972257.0,acute care hospitals,,,,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,al_ami-7a
553,10027.0,elba general hospital,987 drayton street,,,elba,,,coffee,3348972257.0,acute care hospitals,,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,al_ami-8a
554,,elba general hospital,987 drayton street,,,,,36323.0,coffee,3348972257.0,,,yes,heart failure,,,100%,2 patients,
555,,,987 drayton street,,,elba,al,36323.0,coffee,,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,3 patients,al_hf-2
556,10018.0,,1720 university blvd,,,birmingham,,,,2053258100.0,,,,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-vte-1
557,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957.0,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81%,118 patients,al_pn-7
558,10027.0,elba general hospital,987 drayton street,,,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-3,,,,al_hf-3
559,10027.0,,987 drayton street,,,,,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,,,0 patients,al_hf-4
560,10027.0,elba general hospital,987 drayton street,,,,,,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,,,al_pn-2
561,10027.0,elba general hospital,,,,elba,al,,coffee,3348972257.0,acute care hospitals,,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,19 patients,
562,,,987 drayton street,,,,al,,coffee,,,voluntary non-profit - other,yes,pneumonia,pn-4,,100%,12 patients,
563,10027.0,elba general hospital,987 drayton street,,,,al,36323.0,coffee,3348972257.0,,,,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,40 patients,al_pn-5c
564,10027.0,,987 drayton street,,,elba,,,,3348972257.0,acute care hospitals,,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,,
565,10027.0,elba general hospital,,,,,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,,,23 patients,
566,,elba general hospital,987 drayton street,,,elba,al,,coffee,3348972257.0,,voluntary non-profit - other,,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,
567,10027.0,elba general hospital,,,,elba,al,,coffee,3348972257.0,acute care hospitals,,yes,surgical infection prevention,,,,,
568,,marshall medical center south,,,,boaz,al,35957.0,marshall,2565938310.0,,,yes,surgical infection prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,
569,10027.0,elba general hospital,,,,,al,36323.0,coffee,,acute care hospitals,,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,al_scip-inf-2
570,10027.0,,987 drayton street,,,,,36323.0,coffee,,,,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
571,10027.0,elba general hospital,987 drayton street,,,elba,al,,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,al_scip-inf-4
572,10027.0,elba general hospital,,,,elba,al,,,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,,
573,10027.0,,987 drayton street,,,,,,coffee,3348972257.0,,voluntary non-profit - other,yes,,scip-vte-1,,,,al_scip-vte-1
574,10027.0,,,,,elba,al,36323.0,,3348972257.0,acute care hospitals,voluntary non-profit - other,,,scip-vte-2,,,,al_scip-vte-2
575,,,,,,opelika,,,lee,3347493411.0,,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,,185 patients,al_ami-1
576,,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,,lee,3347493411.0,acute care hospitals,government - hospital district or authority,,heart attack,ami-2,heart attack patients given aspirin at discharge,97%,290 patients,al_ami-2
577,,,,,,opelika,al,36801.0,,,,government - hospital district or authority,yes,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,72 patients,al_ami-3
578,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,,36801.0,,3347493411.0,acute care hospitals,government - hospital district or authority,,,ami-4,,,,al_ami-4
579,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957.0,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,168 patients,al_scip-inf-1
580,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,,,heart attack,,,98%,,al_ami-5
581,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,,,36801.0,,,acute care hospitals,government - hospital district or authority,yes,heart attack,,,,0 patients,al_ami-7a
582,10029.0,east alabama medical center and snf,,,,,,,,,acute care hospitals,government - hospital district or authority,yes,,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,
583,,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,36801.0,lee,,acute care hospitals,government - hospital district or authority,yes,,hf-1,,82%,,al_hf-1
584,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,,al,36801.0,lee,3347493411.0,,government - hospital district or authority,yes,heart failure,hf-2,,,570 patients,al_hf-2
585,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,36801.0,,3347493411.0,acute care hospitals,,,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,,al_hf-3
586,10029.0,east alabama medical center and snf,,,,opelika,,36801.0,lee,,,government - hospital district or authority,,heart failure,hf-4,,100%,101 patients,al_hf-4
587,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,,lee,,acute care hospitals,government - hospital district or authority,,pneumonia,pn-2,,92%,114 patients,al_pn-2
588,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,36801.0,,3347493411.0,acute care hospitals,government - hospital district or authority,yes,,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,91%,129 patients,al_pn-3b
589,10029.0,east alabama medical center and snf,,,,opelika,,36801.0,lee,3347493411.0,,government - hospital district or authority,yes,,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,59 patients,
590,10005.0,,,,,boaz,al,35957.0,marshall,2565938310.0,,government - hospital district or authority,yes,,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,,al_scip-inf-2
591,,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,36801.0,lee,3347493411.0,,,yes,,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,153 patients,
592,,,2000 pepperell parkway,,,,al,,lee,,,,yes,pneumonia,,,,115 patients,
593,10029.0,,,,,opelika,al,,lee,,,,yes,pneumonia,pn-7,,,89 patients,
594,,east alabama medical center and snf,2000 pepperell parkway,,,,al,36801.0,,3347493411.0,acute care hospitals,government - hospital district or authority,,surgical infection prevention,,,98%,208 patients,
595,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,36801.0,lee,,,government - hospital district or authority,,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,1001 patients,
596,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,,lee,3347493411.0,,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,,al_scip-inf-2
597,10029.0,east alabama medical center and snf,,,,opelika,,,lee,3347493411.0,acute care hospitals,government - hospital district or authority,,surgical infection prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
598,,east alabama medical center and snf,,,,,,36801.0,,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,241 patients,
599,10029.0,,2000 pepperell parkway,,,opelika,al,36801.0,,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),,1421 patients,
600,10029.0,east alabama medical center and snf,2000 pepperell parkway,,,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-vte-1,,92%,473 patients,al_scip-vte-1
601,10005.0,,,,,,,35957.0,,2565938310.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,158 patients,
602,,east alabama medical center and snf,2000 pepperell parkway,,,,,,lee,3347493411.0,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,473 patients,al_scip-vte-2
603,10032.0,wedowee hospital,209 north main street,,,wedowee,,,randolph,2563572111.0,,government - local,no,,,,,4 patients,al_ami-1
604,,wedowee hospital,209 north main street,,,wedowee,,,randolph,2563572111.0,,government - local,no,,,,67%,3 patients,
605,10032.0,wedowee hospital,209 north main street,,,,,36278.0,,,acute care hospitals,government - local,,,,,,0 patients,al_ami-3
606,10032.0,wedowee hospital,209 north main street,,,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,,
607,10032.0,,,,,wedowee,al,36278.0,randolph,,acute care hospitals,government - local,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,,3 patients,al_ami-5
608,10032.0,wedowee hospital,209 north main street,,,wedowee,al,36278.0,,2563572111.0,acute care hospitals,government - local,,heart attack,,,,,al_ami-7a
609,,wedowee hospital,209 north main street,,,,,36278.0,,2563572111.0,,government - local,no,heart attack,,,,0 patients,
610,10032.0,,209 north main street,,,,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart failure,hf-1,,0%,,
611,10032.0,,,,,wedowee,,36278.0,randolph,2563572111.0,acute care hospitals,,no,heart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,39 patients,al_hf-2
612,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,,,2565938310.0,acute care hospitals,,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
613,10032.0,wedowee hospital,209 north main street,,,,al,36278.0,,,acute care hospitals,government - local,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),25%,4 patients,al_hf-3
614,10032.0,wedowee hospital,209 north main street,,,,al,,,2563572111.0,acute care hospitals,government - local,,,,heart failure patients given smoking cessation advice/counseling,100%,2 patients,al_hf-4
615,10032.0,,209 north main street,,,,al,36278.0,,2563572111.0,acute care hospitals,,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,25%,28 patients,al_pn-2
616,10032.0,wedowee hospital,209 north main street,,,,al,36278.0,randolph,2563572111.0,,government - local,no,,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,14 patients,
617,,wedowee hospital,209 north main street,,,wedowee,al,,randolph,2563572111.0,acute care hospitals,government - local,no,pneumonia,,,67%,6 patients,al_pn-4
618,10032.0,,209 north main street,,,,al,36278.0,,2563572111.0,acute care hospitals,government - local,no,pneumonia,pn-5c,,,30 patients,
619,10032.0,wedowee hospital,,,,,al,36278.0,,2563572111.0,acute care hospitals,government - local,no,pneumonia,pn-6,,96%,23 patients,
620,10032.0,,209 north main street,,,,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,,pneumonia,pn-7,,12%,16 patients,al_pn-7
621,10032.0,wedowee hospital,209 north main street,,,wedowee,,36278.0,,2563572111.0,,government - local,no,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,
622,10032.0,wedowee hospital,,,,,al,36278.0,,2563572111.0,,,,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,,al_scip-inf-1
623,10005.0,,2505 u s highway 431 north,,,,al,35957.0,,2565938310.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,237 patients,al_scip-inf-6
624,,wedowee hospital,,,,wedowee,,36278.0,randolph,,acute care hospitals,,,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,,
625,10032.0,,,,,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,,,,,,
626,,,209 north main street,,,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,,
627,10032.0,wedowee hospital,209 north main street,,,wedowee,,36278.0,randolph,,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-6,,,,al_scip-inf-6
628,10032.0,wedowee hospital,209 north main street,,,wedowee,,36278.0,randolph,,,government - local,no,,scip-vte-1,,,,al_scip-vte-1
629,,wedowee hospital,,,,,,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,al_scip-vte-2
630,10033.0,university of alabama hospital,619 south 19th street,,,birmingham,,,jefferson,2059344011.0,acute care hospitals,,,heart attack,ami-1,heart attack patients given aspirin at arrival,,,al_ami-1
631,10033.0,university of alabama hospital,,,,birmingham,al,,jefferson,,acute care hospitals,government - state,yes,,ami-2,,98%,316 patients,
632,,,619 south 19th street,,,,al,,jefferson,2059344011.0,,government - state,,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,,al_ami-3
633,10033.0,university of alabama hospital,619 south 19th street,,,birmingham,al,,,2059344011.0,acute care hospitals,government - state,,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,,al_ami-4
634,,,,,,,al,35957.0,,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,,78%,76 patients,al_scip-vte-1
635,10033.0,university of alabama hospital,,,,birmingham,al,,jefferson,2059344011.0,,government - state,,heart attack,,heart attack patients given beta blocker at discharge,,,al_ami-5
636,10033.0,university of alabama hospital,619 south 19th street,,,birmingham,,,jefferson,2059344011.0,,government - state,yes,,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,al_ami-7a
637,,university of alabama hospital,,,,birmingham,al,35233.0,,,acute care hospitals,,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,98%,,
638,,,619 south 19th street,,,,,,,2059344011.0,acute care hospitals,,,heart failure,hf-1,heart failure patients given discharge instructions,46%,,
639,10033.0,university of alabama hospital,619 south 19th street,,,,,35233.0,jefferson,,acute care hospitals,,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,96%,681 patients,al_hf-2
640,,,619 south 19th street,,,birmingham,al,35233.0,jefferson,,,,yes,heart failure,hf-3,,,343 patients,al_hf-3
641,,university of alabama hospital,619 south 19th street,,,birmingham,,35233.0,jefferson,2059344011.0,acute care hospitals,government - state,yes,,,heart failure patients given smoking cessation advice/counseling,,130 patients,al_hf-4
642,10033.0,,,,,birmingham,al,35233.0,jefferson,2059344011.0,acute care hospitals,,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,,,
643,,,619 south 19th street,,,birmingham,al,,jefferson,,,government - state,yes,,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,92%,378 patients,
644,10033.0,,619 south 19th street,,,,al,35233.0,jefferson,2059344011.0,acute care hospitals,government - state,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,169 patients,al_pn-4
645,10005.0,marshall medical center south,2505 u s highway 431 north,,,,al,35957.0,,2565938310.0,acute care hospitals,government - hospital district or authority,yes,,scip-vte-2,,,76 patients,al_scip-vte-2
646,10033.0,,,,,,al,35233.0,jefferson,2059344011.0,acute care hospitals,,yes,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,357 patients,al_pn-5c
647,10033.0,university of alabama hospital,,,,birmingham,al,35233.0,jefferson,,acute care hospitals,government - state,,pneumonia,,,85%,,
648,10033.0,university of alabama hospital,619 south 19th street,,,birmingham,al,,jefferson,2059344011.0,,,yes,pneumonia,pn-7,,79%,,
649,10033.0,,,,,birmingham,al,35233.0,,2059344011.0,acute care hospitals,,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,94 patients,
650,10033.0,,619 south 19th street,,,,al,,jefferson,,acute care hospitals,government - state,,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,,al_scip-inf-1
651,,university of alabama hospital,,,,,,35233.0,jefferson,2059344011.0,,government - state,yes,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,350 patients,al_scip-inf-2
652,10033.0,university of alabama hospital,619 south 19th street,,,birmingham,al,35233.0,,2059344011.0,acute care hospitals,government - state,,surgical infection prevention,,,87%,317 patients,al_scip-inf-3
653,,university of alabama hospital,619 south 19th street,,,birmingham,al,35233.0,jefferson,2059344011.0,acute care hospitals,government - state,yes,,scip-inf-4,,76%,140 patients,al_scip-inf-4
654,10033.0,university of alabama hospital,,,,birmingham,al,,jefferson,2059344011.0,acute care hospitals,government - state,yes,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),97%,,
655,10033.0,university of alabama hospital,619 south 19th street,,,birmingham,,,,2059344011.0,acute care hospitals,,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,,al_scip-vte-1
656,,,205 marengo street,,,florence,,35631.0,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,,ami-1,heart attack patients given aspirin at arrival,97%,159 patients,al_ami-1
657,10033.0,university of alabama hospital,619 south 19th street,,,birmingham,,35233.0,jefferson,2059344011.0,,government - state,,surgical infection prevention,scip-vte-2,,,,al_scip-vte-2
658,10034.0,community hospital inc,,,,,,,elmore,3342836541.0,,voluntary non-profit - private,,heart attack,ami-1,heart attack patients given aspirin at arrival,77%,13 patients,al_ami-1
659,10034.0,,,,,tallassee,al,,elmore,3342836541.0,,,,,ami-2,,100%,4 patients,
660,,,805 friendship road,,,tallassee,,,elmore,3342836541.0,,,,heart attack,ami-3,,,1 patients,al_ami-3
661,,community hospital inc,,,,,al,36078.0,elmore,3342836541.0,,voluntary non-profit - private,no,heart attack,ami-4,,,0 patients,al_ami-4
662,,,,,,tallassee,al,36078.0,elmore,,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,75%,,al_ami-5
663,10034.0,community hospital inc,805 friendship road,,,,,36078.0,,,,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
664,,community hospital inc,,,,,,36078.0,elmore,,,voluntary non-profit - private,,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
665,10034.0,,,,,tallassee,,36078.0,elmore,,acute care hospitals,voluntary non-profit - private,no,heart failure,,,88%,65 patients,al_hf-1
666,,community hospital inc,805 friendship road,,,,,36078.0,elmore,,acute care hospitals,,no,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,87 patients,al_hf-2
